862	Torch	torch,	Item	Equipment		
863	Totem Pole	totem pole,	Item	Architecture		
864	Tow Truck	tow truck, tow car, wrecker,	Item	Vehicle	Landcraft	
865	Toy Store	toyshop,	Item	Architecture		
866	Tractor	tractor,	Item	Vehicle	Landcraft	
867	Semi-trailer Truck	trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi,	Item	Vehicle	Landcraft	
868	Tray	tray,	Item	Kitchen	Tableware	
869	Trench Coat	trench coat,	Item	Clothing and Accessories	Outerwear	Miscellaneous
870	Tricycle	tricycle, trike, velocipede,	Item	Vehicle	Landcraft	
871	Trimaran	trimaran,	Item	Vehicle	Watercraft	
872	Tripod	tripod,	Item	Equipment		
873	Triumphal Arch	triumphal arch,	Item	Architecture		
874	Trolleybus	trolleybus, trolley coach, trackless trolley,	Item	Vehicle	Landcraft	
875	Trombone	trombone,	Item	Music	Brass	
876	Tub	tub, vat,	Item	Home and Garden	Miscellaneous	
877	Turnstile	turnstile,	Item	Architecture		
878	Typewriter Keyboard	typewriter keyboard,	Item	Equipment		
879	Umbrella	umbrella,	Item	Equipment		
880	Unicycle	unicycle, monocycle,	Item	Vehicle	Landcraft	
881	Upright Piano	upright, upright piano,	Item	Music	Keyboard	
882	Vacuum Cleaner	vacuum, vacuum cleaner,	Item	Appliance		
883	Vase	vase,	Item	Home and Garden	Miscellaneous	
884	Vault	vault,	Item	Architecture		
885	Velvet	velvet,	Item	Material		
886	Vending Machine	vending machine,	Item	Architecture		
887	Vestment	vestment,	Item	Clothing and Accessories	Religious and Traditional	
888	Viaduct	viaduct,	Item	Architecture		
889	Violin	violin, fiddle,	Item	Music	String	
890	Volleyball	volleyball,	Item	Sports		
891	Waffle Iron	waffle iron,	Item	Appliance		
892	Wall Clock	wall clock,	Item	Home and Garden	Miscellaneous	
893	Wallet	wallet, billfold, notecase, pocketbook,	Item	Clothing and Accessories	Accessory	Miscellaneous
894	Wardrobe	wardrobe, closet, press,	Item	Furniture		
895	Military Aircraft	warplane, military plane,	Item	Vehicle	Aircraft	
896	Sink	washbasin, handbasin, washbowl, lavabo, wash-hand basin,	Item	Appliance		
897	Washing Machine	washer, automatic washer, washing machine,	Item	Appliance		
898	Water Bottle	water bottle,	Item	Equipment		
899	Water Jug	water jug,	Item	Kitchen	Tableware	
900	Water Tower	water tower,	Item	Architecture		
901	Whiskey Jug	whiskey jug,	Item	Kitchen	Tableware	
902	Whistle	whistle,	Item	Sports		
903	Wig	wig,	Item	Clothing and Accessories	Accessory	Headwear
904	Window Screen	window screen,	Item	Architecture		
905	Window Shade	window shade,	Item	Architecture		
906	Windsor Tie	Windsor tie,	Item	Clothing and Accessories	Accessory	Neckwear
907	Wine Bottle	wine bottle,	Item	Kitchen	Tableware	
908	Wing	wing,	Item	Vehicle	Aircraft	
909	Wok	wok,	Item	Kitchen	Cookware	
910	Wooden Spoon	wooden spoon,	Item	Kitchen	Utensil	
911	Wool	wool, woolen, woollen,	Item	Material		
912	Split-rail Fence	worm fence, snake fence, snake-rail fence, Virginia fence,	Item	Architecture		
913	Shipwreck	wreck,	Item	Miscellaneous		
914	Yawl	yawl,	Item	Vehicle	Watercraft	
915	Yurt	yurt,	Item	Architecture		
916	Website	web site, website, internet site, site,	Item	Miscellaneous		
917	Comic Book	comic book,	Item	Miscellaneous		
918	Crossword	crossword puzzle, crossword,	Item	Miscellaneous		
919	Traffic Sign	street sign,	Item	Architecture		
920	Traffic Light	traffic light, traffic signal, stoplight,	Item	Architecture		
921	Dust Jacket	book jacket, dust cover, dust jacket, dust wrapper,	Item	Stationery		
922	Menu	menu,	Item	Miscellaneous		
923	Plate	plate,	Item	Kitchen	Tableware	
924	Guacamole	guacamole,	Food	Cooked		
925	Consomme	consomme,	Food	Cooked		
926	Hot Pot	hot pot, hotpot,	Food	Cooked		
927	Trifle	trifle,	Food	Dessert		
928	Ice Cream	ice cream, icecream,	Food	Dessert		
929	Ice Pop	ice lolly, lolly, lollipop, popsicle,	Food	Dessert		
930	Baguette	French loaf,	Food	Pastry		
931	Bagel	bagel, beigel,	Food	Pastry		
932	Pretzel	pretzel,	Food	Pastry		
933	Cheeseburger	cheeseburger,	Food	Cooked		
934	Hot Dog	hotdog, hot dog, red hot,	Food	Cooked		
935	Mashed Potato	mashed potato,	Food	Cooked		
936	Cabbage	head cabbage,	Food	Vegetable		
937	Broccoli	broccoli,	Food	Vegetable		
938	Cauliflower	cauliflower,	Food	Vegetable		
939	Zucchini	zucchini, courgette,	Food	Vegetable		
940	Spaghetti Squash	spaghetti squash,	Food	Vegetable		
941	Acorn Squash	acorn squash,	Food	Vegetable		
942	Butternut Squash	butternut squash,	Food	Vegetable		
943	Cucumber	cucumber, cuke,	Food	Vegetable		
944	Artichoke	artichoke, globe artichoke,	Food	Vegetable		
945	Bell Pepper	bell pepper,	Food	Vegetable		
946	Cardoon	cardoon,	Food	Vegetable		
947	Mushroom	mushroom,	Food	Vegetable		
948	Granny Smith	Granny Smith,	Food	Fruit		
949	Strawberry	strawberry,	Food	Fruit		
950	Orange	orange,	Food	Fruit		
951	Lemon	lemon,	Food	Fruit		
952	Fig	fig,	Food	Fruit		
953	Pineapple	pineapple, ananas,	Food	Fruit		
954	Banana	banana,	Food	Fruit		
955	Jackfruit	jackfruit, jak, jack,	Food	Fruit		
956	Custard Apple	custard apple,	Food	Fruit		
957	Pomegranate	pomegranate,	Food	Fruit		
958	Hay	hay,	Food	Vegetable		
959	Carbonara	carbonara,	Food	Cooked		
960	Chocolate Syrup	chocolate sauce, chocolate syrup,	Food	Dessert		
961	Dough	dough,	Food	Pastry		
962	Meatloaf	meat loaf, meatloaf,	Food	Cooked		
963	Pizza	pizza, pizza pie,	Food	Cooked		
964	Pot Pie	potpie,	Food	Cooked		
965	Burrito	burrito,	Food	Cooked		
966	Red Wine	red wine,	Food	Drink		
967	Espresso	espresso,	Food	Drink		
968	Cup	cup,	Item	Kitchen	Tableware	
969	Eggnog	eggnog,	Food	Drink		
970	Alp	alp,	Nature	Geography		
971	Bubble	bubble,	Nature	Miscellaneous		
972	Cliff	cliff, drop, drop-off,	Nature	Geography		
973	Coral Reef	coral reef,	Nature	Geography		
974	Geyser	geyser,	Nature	Geography		
975	Lakeshore	lakeside, lakeshore,	Nature	Geography		
976	Promontory	promontory, headland, head, foreland,	Nature	Geography		
977	Shoal	sandbar, sand bar,	Nature	Geography		
978	Seashore	seashore, coast, seacoast, sea-coast,	Nature	Geography		
979	Valley	valley, vale,	Nature	Geography		
980	Volcano	volcano,	Nature	Geography		
981	Baseball Player	ballplayer, baseball player,	People			
982	Bridegroom	groom, bridegroom,	People			
983	Scuba Diver	scuba diver,	People			
984	Rapeseed	rapeseed,	Nature	Plant	Flower	
985	Daisy	daisy,	Nature	Plant	Flower	
986	Yellow Lady's Slipper	yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum,	Nature	Plant	Flower	
987	Corn	corn,	Food	Vegetable		
988	Acorn	acorn,	Nature	Plant	Seeds	
989	Rose Hip	hip, rose hip, rosehip,	Nature	Plant	Flower	
990	Horse Chestnut Seed	buckeye, horse chestnut, conker,	Nature	Plant	Seeds	
991	Coral Fungus	coral fungus,	Nature	Plant	Fungi	
992	Agaric	agaric,	Nature	Plant	Fungi	
993	Gyromitra	gyromitra,	Nature	Plant	Fungi	
994	Stinkhorn Mushroom	stinkhorn, carrion fungus,	Nature	Plant	Fungi	
995	Earth Star	earthstar,	Nature	Plant	Fungi	
996	Hen-of-the-woods	hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa,	Nature	Plant	Fungi	
997	Bolete	bolete,	Nature	Plant	Fungi	
998	Ear	ear, spike, capitulum,	Nature	Plant	Fungi	
999	Toilet Paper	toilet tissue, toilet paper, bathroom tissue	Item	Home and Garden	Bathroom	
